               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.079455,            0.059191,            0.024405,             0.35794,             0.52368,             0.41677,             0.26387,            0.064766,            0.029971,            0.011955,              0.0937,              0.0007,              0.0007
                   1,            0.065961,            0.058417,            0.026492,             0.54286,             0.56065,             0.58574,             0.37593,            0.053428,            0.029618,            0.010844,            0.086351,           0.0013515,           0.0013515
                   2,            0.057264,            0.055951,            0.023902,             0.54246,             0.60413,             0.63287,             0.40317,            0.051489,            0.029353,            0.010258,            0.078845,           0.0018446,           0.0018446
                   3,            0.056497,            0.052453,            0.023063,             0.58801,              0.6285,             0.67554,             0.43854,            0.049011,            0.029086,            0.009799,            0.071179,           0.0021793,           0.0021793
                   4,            0.054073,             0.05545,            0.021649,             0.66544,             0.62053,             0.69139,             0.44425,            0.048147,            0.029253,           0.0095078,            0.063356,           0.0023556,           0.0023556
                   5,            0.051795,            0.052295,            0.019528,             0.71673,             0.62084,              0.7068,             0.46206,             0.04683,            0.028794,           0.0093105,            0.055374,           0.0023735,           0.0023735
                   6,            0.051392,            0.047245,            0.017475,             0.70451,             0.64338,             0.71471,             0.46341,            0.046368,            0.027983,           0.0090179,            0.047233,            0.002233,            0.002233
                   7,            0.049345,            0.048833,            0.017849,              0.7531,             0.64879,             0.72707,             0.48574,            0.045386,            0.027243,           0.0087132,            0.038934,           0.0019341,           0.0019341
                   8,            0.050357,            0.046898,            0.015316,             0.76664,             0.64703,             0.73086,             0.48624,            0.044834,            0.026495,           0.0084046,            0.030477,           0.0014768,           0.0014768
                   9,            0.049099,            0.047776,            0.018072,             0.78967,             0.65161,             0.73609,              0.4939,            0.044467,            0.026238,           0.0082525,            0.021861,           0.0008611,           0.0008611
